Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
4/9/2014,9,April,2014,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Low
5/2/2014,2,May,2014,50,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,35,24,59,Low
1/9/2012,9,January,2012,17,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,1202,2166,3368,High
11/24/2013,24,November,2013,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,8,9,25,126,72,198,High
2/6/2015,6,February,2015,34,Young Adults (25-34),F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,994,2532,3526,High
9/10/2012,10,September,2012,35,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,349,688,1037,High
11/3/2015,3,November,2015,24,Youth (<25),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,22,21,55,724,462,1186,High
6/23/2014,23,June,2014,25,Young Adults (25-34),M,France,Seine (paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918,High
3/21/2012,21,March,2012,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,523,1426,1949,High
1/10/2016,10,January,2016,44,Adults (35-64),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, S",22,9,24,256,198,454,High
8/14/2015,14,August,2015,17,Youth (<25),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,20,7,9,17,140,157,Low
6/6/2016,6,June,2016,41,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,897,3110,4007,High
3/6/2014,6,March,2014,31,Young Adults (25-34),F,France,Seine (paris),Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,23,22,45,Low
2/28/2016,28,February,2016,38,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,48,882,930,Low
3/12/2013,12,March,2013,51,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,High
5/22/2014,22,May,2014,42,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,266,461,727,High
12/2/2015,2,December,2015,48,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,34,36,70,Low
5/12/2014,12,May,2014,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,28,20,48,Low
8/2/2015,2,August,2015,41,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,68,63,131,Low
9/29/2013,29,September,2013,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144,Low
11/17/2015,17,November,2015,20,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,12,9,25,186,108,294,High
12/18/2015,18,December,2015,34,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34,Low
6/14/2016,14,June,2016,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,67,48,115,Low
11/7/2015,7,November,2015,22,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,86,29,115,Low
3/4/2016,4,March,2016,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,62,44,106,Low
12/7/2013,7,December,2013,43,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,155,487,642,High
11/3/2015,3,November,2015,49,Adults (35-64),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,7,3,8,34,21,55,Low
10/29/2015,29,October,2015,31,Young Adults (25-34),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,145,90,235,High
5/15/2016,15,May,2016,33,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,244,1083,1327,High
3/20/2014,20,March,2014,19,Youth (<25),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,131,81,212,High
12/18/2015,18,December,2015,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,Low
3/31/2016,31,March,2016,42,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,596,364,960,High
2/2/2014,2,February,2014,38,Adults (35-64),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,14,21,55,461,294,755,High
6/27/2015,27,June,2015,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 44",1,487,783,155,487,642,High
3/28/2014,28,March,2014,35,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,25,27,52,Low
12/1/2013,1,December,2013,28,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,554,338,892,High
12/31/2013,31,December,2013,23,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,84,58,142,Low
10/11/2015,11,October,2015,22,Youth (<25),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,15,8,21,189,120,309,High
8/31/2015,31,August,2015,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,34,26,60,Low
3/7/2016,7,March,2016,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,62,42,104,Low
4/16/2016,16,April,2016,44,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Low
4/23/2014,23,April,2014,36,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,19,20,39,Low
12/20/2013,20,December,2013,29,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,27,9,25,344,243,587,High
4/23/2014,23,April,2014,46,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43,Low
11/9/2013,9,November,2013,40,Adults (35-64),M,Canada,British Columbia,Clothing,Vests,"Classic Vest, L",16,24,64,630,384,1014,High
8/29/2015,29,August,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,44,39,83,Low
1/27/2014,27,January,2014,44,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540,240,295,535,High
3/13/2016,13,March,2016,40,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,190,169,359,High
5/11/2014,11,May,2014,54,Adults (35-64),F,France,Hauts De Seine,Clothing,Caps,AWC Logo Cap,5,7,9,7,35,42,Low
9/13/2015,13,September,2015,67,Seniors (64+),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69,Low
6/9/2016,9,June,2016,47,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,523,1426,1949,High
11/26/2015,26,November,2015,19,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36,Low
11/29/2013,29,November,2013,49,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,469,286,755,High
9/6/2013,6,September,2013,26,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire,29,11,29,337,319,656,High
6/26/2013,26,June,2013,44,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,942,2171,3113,High
3/27/2016,27,March,2016,28,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,9,4,13,Low
6/7/2016,7,June,2016,35,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,264,234,498,High
12/29/2015,29,December,2015,49,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47,Low
1/31/2016,31,January,2016,44,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1884,4342,6226,High
2/21/2016,21,February,2016,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,15,14,29,Low
6/17/2014,17,June,2014,56,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,87,92,179,Low
10/18/2015,18,October,2015,22,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,6,9,25,77,54,131,Low
4/12/2016,12,April,2016,34,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",3,420,769,1024,1260,2284,High
12/28/2013,28,December,2013,28,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,111,1050,1161,High
12/12/2015,12,December,2015,51,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,23,420,443,Low
11/25/2013,25,November,2013,56,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,65,23,88,Low
1/22/2016,22,January,2016,42,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Low
6/5/2016,5,June,2016,40,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,17,7,24,Low
10/3/2015,3,October,2015,47,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,Low
3/25/2016,25,March,2016,48,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51,Low
12/4/2013,4,December,2013,37,Adults (35-64),F,Germany,Nordrhein-westfalen,Clothing,Caps,AWC Logo Cap,14,7,9,12,98,110,Low
4/21/2012,21,April,2012,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",2,487,783,561,974,1535,High
2/17/2014,17,February,2014,36,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,257,234,491,High
9/14/2015,14,September,2015,44,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,59,56,115,Low
12/24/2015,24,December,2015,29,Young Adults (25-34),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,283,234,517,High
1/17/2014,17,January,2014,45,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,722,1252,1974,High
11/24/2015,24,November,2015,33,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761,High
1/7/2016,7,January,2016,43,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,7,10,17,Low
9/18/2015,18,September,2015,32,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,21,11,30,260,231,491,High
7/8/2014,8,July,2014,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,22,21,55,494,462,956,High
3/9/2016,9,March,2016,59,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57,Low
7/6/2016,6,July,2016,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,112,57,169,High
11/8/2015,8,November,2015,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,251,461,712,High
4/12/2014,12,April,2014,55,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25,Low
10/10/2015,10,October,2015,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,80,294,374,Low
12/11/2013,11,December,2013,29,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336,High
10/17/2013,17,October,2013,42,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,High
10/6/2015,6,October,2015,49,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,530,403,933,High
8/17/2013,17,August,2013,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, S",28,9,24,333,252,585,High
10/23/2011,23,October,2011,43,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,448,1555,2003,High
1/31/2014,31,January,2014,44,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,1410,1898,3308,High
10/20/2015,20,October,2015,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,8,9,25,102,72,174,High
6/3/2014,3,June,2014,39,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",25,38,50,275,950,1225,High
7/8/2016,8,July,2016,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4,Low
11/21/2015,21,November,2015,44,Adults (35-64),M,Australia,Queensland,Clothing,Socks,"Racing Socks, L",1,3,9,5,3,8,Low
1/3/2016,3,January,2016,42,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,25,18,43,Low
12/1/2013,1,December,2013,31,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Low
7/6/2016,6,July,2016,23,Youth (<25),F,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,5,8,22,52,40,92,Low
1/7/2016,7,January,2016,29,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535,High
9/30/2015,30,September,2015,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Low
8/2/2011,2,August,2011,27,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,3023,3798,6821,High
12/9/2013,9,December,2013,39,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,3,3,8,10,9,19,Low
9/23/2013,23,September,2013,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,53,38,91,Low
2/28/2016,28,February,2016,22,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443,Low
7/26/2014,26,July,2014,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,12,13,25,Low
3/11/2014,11,March,2014,41,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,246,308,554,High
2/27/2016,27,February,2016,54,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,523,1032,1555,High
8/28/2013,28,August,2013,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,32,34,66,Low
3/7/2014,7,March,2014,57,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,96,72,168,Low
4/22/2016,22,April,2016,26,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,29,18,47,Low
6/29/2016,29,June,2016,51,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,650,390,1040,High
5/16/2016,16,May,2016,49,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1087,2532,3619,High
12/22/2015,22,December,2015,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,164,87,251,High
8/28/2013,28,August,2013,53,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722,High
1/16/2016,16,January,2016,34,Young Adults (25-34),F,Australia,Tasmania,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,30,714,744,Low
4/28/2012,28,April,2012,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,792,1426,2218,High
9/4/2013,4,September,2013,64,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,95,798,893,Low
3/15/2014,15,March,2014,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,21,9,25,326,189,515,High
1/19/2014,19,January,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,30,8,21,365,240,605,High
12/31/2013,31,December,2013,24,Youth (<25),M,France,Hauts De Seine,Accessories,Tires and Tubes,LL Mountain Tire,18,9,25,257,162,419,High
7/30/2016,30,July,2016,52,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,9,13,22,Low
7/8/2014,8,July,2014,40,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,426,260,686,High
1/30/2016,30,January,2016,28,Young Adults (25-34),F,Germany,Nordrhein-westfalen,Bikes,Touring Bikes,"Touring-1000 Blue, 46",2,1482,2384,1184,2964,4148,High
5/16/2014,16,May,2014,58,Adults (35-64),F,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984,High
1/25/2016,25,January,2016,46,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9,Low
3/8/2014,8,March,2014,46,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797,High
12/15/2013,15,December,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",28,42,54,139,1176,1315,High
6/18/2016,18,June,2016,41,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,362,221,583,High
2/20/2014,20,February,2014,50,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,315,286,601,High
4/12/2016,12,April,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30,Low
6/28/2014,28,June,2014,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,20,14,34,Low
6/15/2014,15,June,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Low
5/12/2016,12,May,2016,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",3,420,769,955,1260,2215,High
1/5/2014,5,January,2014,46,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",26,26,70,1108,676,1784,High
7/27/2014,27,July,2014,22,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16,Low
10/15/2013,15,October,2013,57,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116,High
11/25/2013,25,November,2013,33,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,722,1252,1974,High
12/30/2015,30,December,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Socks,"Racing Socks, M",32,3,9,155,96,251,High
3/1/2016,1,March,2016,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,174,344,518,High
4/14/2016,14,April,2016,45,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1031,1266,2297,High
